Subject,Title,Institution,Learning Product,Level,Duration,Gained Skills,Rate,Reviews
Computer Science,Docker for Beginners with Hands-on labs,KodeKloud,Course,Beginner,1 - 3 Months,"Docker (Software), Containerization, Kubernetes, Cloud-Native Computing, Linux Commands, Application Deployment, CI/CD, DevOps, YAML, Command-Line Interface, Data Storage, Computer Networking",4.6,979
Computer Science,CSS,Scrimba,Specialization,Beginner,3 - 6 Months,"Responsive Web Design, HTML and CSS, Typography, Cascading Style Sheets (CSS), Web Design, Web Design and Development, Browser Compatibility, Hypertext Markup Language (HTML), Software Development Tools, Development Environment, Front-End Web Development, Web Development, Application Deployment, UI Components, Usability, Javascript, Maintainability, Visualization (Computer Graphics), GitHub",4.5,79
Computer Science,"Functions, Methods, and Interfaces in Go","University of California, Irvine",Course,Intermediate,1 - 4 Weeks,"Go (Programming Language), Object Oriented Programming (OOP), Data Structures, Software Design, Programming Principles",4.4,910
Computer Science,What is the Metaverse?,Meta,Course,Beginner,1 - 3 Months,"Augmented and Virtual Reality (AR/VR), Augmented Reality, Diversity and Inclusion, Virtual Reality, Blockchain, Emerging Technologies, Virtual Environment, Virtual Teams, FinTech, Digital Assets, E-Commerce, Payment Systems, Interoperability, Technology Roadmaps, Infrastructure Architecture, Education and Training, Communication, Safety and Security",4.5,3900
Computer Science,Generative AI: Unleash Your Project Management Potential,SkillUp EdTech,Course,Intermediate,1 - 4 Weeks,"Generative AI, Project Management, Project Management Life Cycle, ChatGPT, Work Breakdown Structure, Project Planning, Project Documentation, Operational Efficiency, Business Ethics, Automation",4.5,181
Computer Science,Swift 5 iOS Application Developer,LearnQuest,Specialization,Beginner,3 - 6 Months,"Model View Controller, Apple iOS, JSON, Swift Programming, Apple Xcode, iOS Development, Responsive Web Design, Mobile Development, Data Structures, Object Oriented Programming (OOP), Unit Testing, Programming Principles, Transaction Processing, Application Development, UI Components, Application Programming Interface (API), Data Storage, Data Modeling, Computer Programming, User Interface (UI)",4.7,176
Computer Science,Introduction to Augmented Reality and ARCore,Google AR & VR,Course,Beginner,1 - 4 Weeks,"Augmented Reality, Augmented and Virtual Reality (AR/VR), Virtual Reality, Virtual Environment, Software Design, Mobile Development, User Experience, Computer Vision, User Interface and User Experience (UI/UX) Design, User Flows",4.7,13000
Computer Science,Introduction to Application Development,LearnQuest,Specialization,Beginner,3 - 6 Months,"Apache Maven, Software Development Life Cycle, Unified Modeling Language, Object Oriented Programming (OOP), Build Tools, CI/CD, Object Oriented Design, Software Development Methodologies, Jenkins, Continuous Integration, Agile Methodology, Software Development Tools, Version Control, Software Design Patterns, Software Development, Test Driven Development (TDD), Computational Thinking, Software Versioning, Programming Principles, Algorithms",3.5,92
Computer Science,Information Technology (IT) Fundamentals for Everyone,IBM,Course,Beginner,1 - 3 Months,"Information Technology, Computer Hardware, Cloud Computing, Network Troubleshooting, Software Installation, Technical Support and Services, Cybersecurity, Cloud Infrastructure, Hardware Troubleshooting, Data Storage, General Networking, Operating Systems, Computer Security Awareness Training, Serverless Computing, Computer Programming, Databases",4.7,148
Computer Science,Introduction to the Internet of Things and Embedded Systems,"University of California, Irvine",Course,Mixed,1 - 4 Weeks,"Embedded Systems, Internet Of Things, General Networking, Operating Systems, Wireless Networks, Network Protocols, Computer Hardware, Emerging Technologies, System Design and Implementation, Software Design",4.6,23
Computer Science,Software Architecture for Big Data,University of Colorado Boulder,Specialization,Advanced,1 - 3 Months,"Service Level, Software Engineering, Data Architecture, Web Applications, Software Architecture, Performance Testing, Scalability, Systems Architecture, Functional Requirement, Distributed Computing, Databases, Acceptance Testing, Application Deployment, Application Development, Predictive Modeling, Software Testing, System Design and Implementation, Requirements Elicitation, Transaction Processing, Database Architecture and Administration",3.9,63
Computer Science,Digital Forensics Essentials (DFE),EC-Council,Course,Beginner,1 - 3 Months,"Malware Protection, Cybersecurity, Data Security, Cyber Attacks, Threat Detection, Computer Security Awareness Training, Network Security, Cyber Threat Intelligence, Data Integrity, Incident Response, Network Analysis, Microsoft Windows, Mac OS, Linux Commands, Linux, Operating Systems, Web Applications, File Systems, Web Servers",4.7,75
Computer Science,Practical Python for AI Coding 2,Korea Advanced Institute of Science and Technology(KAIST),Course,Beginner,1 - 3 Months,"Matplotlib, Data Visualization, Tensorflow, NumPy, Pandas (Python Package), Object Oriented Programming (OOP), Seaborn, Python Programming, Keras (Neural Network Library), Artificial Intelligence, Scikit Learn (Machine Learning Library), Data Manipulation, Development Environment",4.7,167
Computer Science,Programming for Python Data Science: Principles to Practice,Duke University,Specialization,Beginner,3 - 6 Months,"Matplotlib, Pandas (Python Package), NumPy, Computational Thinking, Predictive Modeling, Data Cleansing, Data Structures, Data Visualization Software, Visualization (Computer Graphics), Debugging, Data Analysis, Object Oriented Programming (OOP), Data Manipulation, Regression Analysis, Python Programming, Data Science, Algorithms, Simulations, Statistical Methods, Program Development",4.6,206
Computer Science,Desenvolvimento Ágil com Padrões de Projeto,Instituto Tecnológico de Aeronáutica,Course,Intermediate,1 - 4 Weeks,"Object Oriented Programming (OOP), Software Design Patterns, Java, Maintainability, Software Design, Agile Software Development, Data Structures, Test Driven Development (TDD)",4.8,446
Computer Science,User Experience & Interaction Design for AR/VR/MR/XR,University of Michigan,Course,Intermediate,1 - 4 Weeks,"Augmented and Virtual Reality (AR/VR), Storyboarding, Augmented Reality, Virtual Reality, Usability Testing, Design Thinking, User Experience, Prototyping, Interaction Design, Conceptual Design, User Centered Design, Usability, Human Centered Design, Wireframing, Ideation",4.6,621
Computer Science,The Full Stack,Meta,Course,Intermediate,1 - 3 Months,"Full-Stack Web Development, Front-End Web Development, Django (Web Framework), Web Design and Development, Scalability, Cloud Hosting, Responsive Web Design, Web Applications, Back-End Web Development, MySQL, Cascading Style Sheets (CSS), Hypertext Markup Language (HTML), Cloud Computing, Application Programming Interface (API), Javascript, Database Management",4.7,281
Computer Science,Initiation à la programmation (en C++),École Polytechnique Fédérale de Lausanne,Course,Beginner,1 - 3 Months,"C++ (Programming Language), Programming Principles, Data Structures, Computer Programming, Development Environment, Algorithms, Debugging",4.4,335
Computer Science,Introduction to Databases for Back-End Development,Meta,Course,Beginner,1 - 3 Months,"Relational Databases, Database Management Systems, SQL, Database Design, Databases, MySQL, NoSQL, Query Languages, Data Integrity, Data Modeling",4.8,8
Computer Science,VLSI CAD Part II: Layout,University of Illinois Urbana-Champaign,Course,Intermediate,1 - 3 Months,"Application Specific Integrated Circuits, Hardware Design, Computer-Aided Design, Electronic Hardware, Systems Design, Computer Architecture, Electrical and Computer Engineering, Engineering Design Process, Semiconductors, Network Routing, Computational Logic, Data Structures, Algorithms, Linear Algebra, Applied Mathematics, Mathematical Modeling, Calculus",4.7,35
Computer Science,Architecting Smart IoT Devices,EIT Digital,Course,Intermediate,1 - 3 Months,"Embedded Software, Embedded Systems, Systems Architecture, Debugging, Computer Architecture, System Programming, Internet Of Things, Application Security, General Networking, Wireless Networks, Operating Systems, Performance Tuning, System Configuration, Hardware Troubleshooting, Real Time Data",4.9,45
Computer Science,Ethical and Regulatory Implications of Generative AI,Microsoft,Course,Intermediate,1 - 4 Weeks,"Compliance Management, Data Ethics, Generative AI, Law, Regulation, and Compliance, Regulatory Requirements, Governance, Regulatory Affairs, Artificial Intelligence, Business Ethics, Ethical Standards And Conduct, Business Risk Management",4.7,666
Computer Science,A Strategic Approach to Cybersecurity,"University of Maryland, College Park",Course,Beginner,1 - 3 Months,"Cybersecurity, Cyber Security Strategy, Cyber Governance, Cyber Risk, Security Strategy, Cyber Security Policies, Security Management, Security Awareness, Personally Identifiable Information, Threat Modeling, Information Privacy, Infrastructure Security, Risk Management, Vulnerability Assessments",4.1,18
Computer Science,UX Design in Practice: Accessibility and Collaboration,Microsoft,Course,Mixed,1 - 3 Months,"User Experience Design, Web Content Accessibility Guidelines, User Centered Design, Figma (Design Software), Design, Visual Design, Usability Testing, Prototyping, Graphic and Visual Design, Design Elements And Principles, Artificial Intelligence",4.6,1600
Computer Science,Introduction to Blockchain for Financial Services,INSEAD,Course,Beginner,1 - 3 Months,"Blockchain, Cryptography, Design, Emerging Technologies, Stakeholder Management, Distributed Computing, Financial Services, Public Key Cryptography Standards (PKCS), Information Privacy, Technical Consulting, Governance",4.7,5800
Computer Science,Arduino For Beginners - 2023 Complete Course,Packt,Course,Beginner,3 - 6 Months,"Display Devices, Interactive Design, Computer Programming, Embedded Systems, Development Environment, Computer Hardware, Digital Communications, Simulations, Debugging, Data Storage, Real Time Data",4.7,426
